[2026-01-17T08:36:45.245+0000] {local_task_job_runner.py:120} INFO - ::group::Pre task execution logs
[2026-01-17T08:36:45.270+0000] {taskinstance.py:2076} INFO - Dependencies all met for dep_context=non-requeueable deps ti=<TaskInstance: daily_news_collection.fetch_news_to_csv scheduled__2026-01-16T00:00:00+00:00 [queued]>
[2026-01-17T08:36:45.281+0000] {taskinstance.py:2076} INFO - Dependencies all met for dep_context=requeueable deps ti=<TaskInstance: daily_news_collection.fetch_news_to_csv scheduled__2026-01-16T00:00:00+00:00 [queued]>
[2026-01-17T08:36:45.282+0000] {taskinstance.py:2306} INFO - Starting attempt 1 of 2
[2026-01-17T08:36:45.303+0000] {taskinstance.py:2330} INFO - Executing <Task(DfToCsvOperator): fetch_news_to_csv> on 2026-01-16 00:00:00+00:00
[2026-01-17T08:36:45.312+0000] {warnings.py:112} WARNING - This process (pid=142) is multi-threaded, use of fork() may lead to deadlocks in the child.

[2026-01-17T08:36:45.315+0000] {standard_task_runner.py:64} INFO - Started process 179 to run task
[2026-01-17T08:36:45.318+0000] {standard_task_runner.py:90} INFO - Running: ['***', 'tasks', 'run', 'daily_news_collection', 'fetch_news_to_csv', 'scheduled__2026-01-16T00:00:00+00:00', '--job-id', '12', '--raw', '--subdir', 'DAGS_FOLDER/daily_news_collection.py', '--cfg-path', '/tmp/tmpyrdpn9ep']
[2026-01-17T08:36:45.327+0000] {standard_task_runner.py:91} INFO - Job 12: Subtask fetch_news_to_csv
[2026-01-17T08:36:45.417+0000] {task_command.py:426} INFO - Running <TaskInstance: daily_news_collection.fetch_news_to_csv scheduled__2026-01-16T00:00:00+00:00 [running]> on host d8c064bd46bc
[2026-01-17T08:36:45.624+0000] {taskinstance.py:2648} INFO - Exporting env vars: AIRFLOW_CTX_DAG_OWNER='***' AIRFLOW_CTX_DAG_ID='daily_news_collection' AIRFLOW_CTX_TASK_ID='fetch_news_to_csv' AIRFLOW_CTX_EXECUTION_DATE='2026-01-16T00:00:00+00:00' AIRFLOW_CTX_TRY_NUMBER='1' AIRFLOW_CTX_DAG_RUN_ID='scheduled__2026-01-16T00:00:00+00:00'
[2026-01-17T08:36:45.632+0000] {taskinstance.py:430} INFO - ::endgroup::
[2026-01-17T08:36:45.658+0000] {logging_mixin.py:188} INFO - Đang sử dụng thư viện: vnstock version 3.x
[2026-01-17T08:36:45.659+0000] {logging_mixin.py:188} INFO - Sẽ lấy tin tức cho ngày: 2026-01-17
[2026-01-17T08:36:45.668+0000] {logging_mixin.py:188} INFO - 
=== QUÉT TIN TỨC NGÀY 2026-01-16 (1 luồng) ===
[2026-01-17T08:36:45.670+0000] {logging_mixin.py:188} INFO - -> Đang quét 1731 mã
[2026-01-17T08:38:54.277+0000] {logging_mixin.py:188} INFO -   -> Đã xử lý 100/1731 mã (5.8%)
[2026-01-17T08:39:43.390+0000] {logging_mixin.py:188} INFO -   -> Lỗi khi lấy VGC: Failed to fetch data: 429 - Too Many Requests | ngủ 3.0s
[2026-01-17T08:41:32.633+0000] {logging_mixin.py:188} INFO -   -> Lỗi khi lấy VCB: Failed to fetch data: 429 - Too Many Requests | ngủ 3.0s
[2026-01-17T08:41:36.088+0000] {logging_mixin.py:188} INFO -   -> Lỗi khi lấy VCA: Failed to fetch data: 429 - Too Many Requests | ngủ 3.0s
[2026-01-17T08:41:39.326+0000] {logging_mixin.py:188} INFO -   -> Lỗi khi lấy VC9: Failed to fetch data: 429 - Too Many Requests | ngủ 3.0s
[2026-01-17T08:41:42.430+0000] {logging_mixin.py:188} INFO -   -> Lỗi khi lấy VC7: Failed to fetch data: 429 - Too Many Requests | ngủ 3.0s
[2026-01-17T08:41:45.822+0000] {logging_mixin.py:188} INFO -   -> Lỗi khi lấy VC6: Failed to fetch data: 429 - Too Many Requests | ngủ 3.0s
[2026-01-17T08:41:49.124+0000] {logging_mixin.py:188} INFO -   -> Lỗi khi lấy VC5: Failed to fetch data: 429 - Too Many Requests | ngủ 3.0s
[2026-01-17T08:41:52.225+0000] {logging_mixin.py:188} INFO -   -> Lỗi khi lấy VC3: Failed to fetch data: 429 - Too Many Requests | ngủ 3.0s
[2026-01-17T08:41:56.266+0000] {logging_mixin.py:188} INFO -   -> Lỗi khi lấy VC1: Failed to fetch data: 429 - Too Many Requests | ngủ 3.0s
[2026-01-17T08:41:59.359+0000] {logging_mixin.py:188} INFO -   -> Lỗi khi lấy VBH: Failed to fetch data: 429 - Too Many Requests | ngủ 3.0s
[2026-01-17T08:42:02.593+0000] {logging_mixin.py:188} INFO -   -> Lỗi khi lấy VBG: Failed to fetch data: 429 - Too Many Requests | ngủ 3.0s
[2026-01-17T08:42:05.692+0000] {logging_mixin.py:188} INFO -   -> Lỗi khi lấy VBC: Failed to fetch data: 429 - Too Many Requests | ngủ 3.0s
[2026-01-17T08:42:08.911+0000] {logging_mixin.py:188} INFO -   -> Lỗi khi lấy VBB: Failed to fetch data: 429 - Too Many Requests | ngủ 3.0s
[2026-01-17T08:42:12.179+0000] {logging_mixin.py:188} INFO -   -> Lỗi khi lấy VAV: Failed to fetch data: 429 - Too Many Requests | ngủ 3.0s
[2026-01-17T08:42:15.459+0000] {logging_mixin.py:188} INFO -   -> Lỗi khi lấy VAT: Failed to fetch data: 429 - Too Many Requests | ngủ 3.0s
[2026-01-17T08:42:18.558+0000] {logging_mixin.py:188} INFO -   -> Lỗi khi lấy VAF: Failed to fetch data: 429 - Too Many Requests | ngủ 3.0s
[2026-01-17T08:42:21.803+0000] {logging_mixin.py:188} INFO -   -> Lỗi khi lấy VAB: Failed to fetch data: 429 - Too Many Requests | ngủ 3.0s
[2026-01-17T08:42:24.805+0000] {logging_mixin.py:188} INFO -   -> Đã xử lý 200/1731 mã (11.6%)
[2026-01-17T08:42:24.904+0000] {logging_mixin.py:188} INFO -   -> Lỗi khi lấy V21: Failed to fetch data: 429 - Too Many Requests | ngủ 3.0s
[2026-01-17T08:42:28.003+0000] {logging_mixin.py:188} INFO -   -> Lỗi khi lấy V15: Failed to fetch data: 429 - Too Many Requests | ngủ 3.0s
[2026-01-17T08:42:31.103+0000] {logging_mixin.py:188} INFO -   -> Lỗi khi lấy V12: Failed to fetch data: 429 - Too Many Requests | ngủ 3.0s
[2026-01-17T08:42:34.432+0000] {logging_mixin.py:188} INFO -   -> Lỗi khi lấy V11: Failed to fetch data: 429 - Too Many Requests | ngủ 3.0s
[2026-01-17T08:42:37.525+0000] {logging_mixin.py:188} INFO -   -> Lỗi khi lấy UXC: Failed to fetch data: 429 - Too Many Requests | ngủ 3.0s
[2026-01-17T08:42:40.613+0000] {logging_mixin.py:188} INFO -   -> Lỗi khi lấy UTT: Failed to fetch data: 429 - Too Many Requests | ngủ 3.0s
[2026-01-17T08:42:43.894+0000] {logging_mixin.py:188} INFO -   -> Lỗi khi lấy USD: Failed to fetch data: 429 - Too Many Requests | ngủ 3.0s
[2026-01-17T08:42:47.026+0000] {logging_mixin.py:188} INFO -   -> Lỗi khi lấy USC: Failed to fetch data: 429 - Too Many Requests | ngủ 3.0s
[2026-01-17T08:42:51.775+0000] {logging_mixin.py:188} INFO -   -> Lỗi khi lấy UPH: Failed to fetch data: 429 - Too Many Requests | ngủ 3.0s
[2026-01-17T08:42:54.932+0000] {logging_mixin.py:188} INFO -   -> Lỗi khi lấy UPC: Failed to fetch data: 429 - Too Many Requests | ngủ 3.0s
[2026-01-17T08:42:58.288+0000] {logging_mixin.py:188} INFO -   -> Lỗi khi lấy UNI: Failed to fetch data: 429 - Too Many Requests | ngủ 3.0s
[2026-01-17T08:43:01.386+0000] {logging_mixin.py:188} INFO -   -> Lỗi khi lấy UMC: Failed to fetch data: 429 - Too Many Requests | ngủ 3.0s
[2026-01-17T08:43:05.637+0000] {logging_mixin.py:188} INFO -   -> Lỗi khi lấy UEM: Failed to fetch data: 429 - Too Many Requests | ngủ 3.0s
[2026-01-17T08:43:08.731+0000] {logging_mixin.py:188} INFO -   -> Lỗi khi lấy UDL: Failed to fetch data: 429 - Too Many Requests | ngủ 3.0s
[2026-01-17T08:43:11.829+0000] {logging_mixin.py:188} INFO -   -> Lỗi khi lấy UDJ: Failed to fetch data: 429 - Too Many Requests | ngủ 3.0s
[2026-01-17T08:43:15.276+0000] {logging_mixin.py:188} INFO -   -> Lỗi khi lấy UDC: Failed to fetch data: 429 - Too Many Requests | ngủ 3.0s
[2026-01-17T08:43:20.554+0000] {logging_mixin.py:188} INFO -   -> Lỗi khi lấy TXM: Failed to fetch data: 429 - Too Many Requests | ngủ 3.0s
[2026-01-17T08:43:23.653+0000] {logging_mixin.py:188} INFO -   -> Lỗi khi lấy TW3: Failed to fetch data: 429 - Too Many Requests | ngủ 3.0s
[2026-01-17T08:43:27.027+0000] {logging_mixin.py:188} INFO -   -> Lỗi khi lấy TVW: Failed to fetch data: 429 - Too Many Requests | ngủ 3.0s
[2026-01-17T08:43:30.459+0000] {logging_mixin.py:188} INFO -   -> Lỗi khi lấy TVT: Failed to fetch data: 429 - Too Many Requests | ngủ 3.0s
[2026-01-17T08:43:35.177+0000] {logging_mixin.py:188} INFO -   -> Lỗi khi lấy TVS: Failed to fetch data: 429 - Too Many Requests | ngủ 3.0s
[2026-01-17T08:43:39.128+0000] {logging_mixin.py:188} INFO -   -> Lỗi khi lấy TVP: Failed to fetch data: 429 - Too Many Requests | ngủ 3.0s
[2026-01-17T08:43:42.347+0000] {logging_mixin.py:188} INFO -   -> Lỗi khi lấy TVN: Failed to fetch data: 429 - Too Many Requests | ngủ 3.0s
[2026-01-17T08:43:46.358+0000] {logging_mixin.py:188} INFO -   -> Lỗi khi lấy TVM: Failed to fetch data: 429 - Too Many Requests | ngủ 3.0s
[2026-01-17T08:43:49.457+0000] {logging_mixin.py:188} INFO -   -> Lỗi khi lấy TVH: Failed to fetch data: 429 - Too Many Requests | ngủ 3.0s
[2026-01-17T08:43:54.662+0000] {logging_mixin.py:188} INFO -   -> Lỗi khi lấy TVD: Failed to fetch data: 429 - Too Many Requests | ngủ 3.0s
[2026-01-17T08:43:57.839+0000] {logging_mixin.py:188} INFO -   -> Lỗi khi lấy TVC: Failed to fetch data: 429 - Too Many Requests | ngủ 3.0s
[2026-01-17T08:44:01.911+0000] {logging_mixin.py:188} INFO -   -> Lỗi khi lấy TVB: Failed to fetch data: 429 - Too Many Requests | ngủ 3.0s
[2026-01-17T08:44:05.007+0000] {logging_mixin.py:188} INFO -   -> Lỗi khi lấy TVA: Failed to fetch data: 429 - Too Many Requests | ngủ 3.0s
[2026-01-17T08:44:08.580+0000] {logging_mixin.py:188} INFO -   -> Lỗi khi lấy TV6: Failed to fetch data: 429 - Too Many Requests | ngủ 3.0s
[2026-01-17T08:44:11.680+0000] {logging_mixin.py:188} INFO -   -> Lỗi khi lấy TV4: Failed to fetch data: 429 - Too Many Requests | ngủ 3.0s
[2026-01-17T08:44:14.781+0000] {logging_mixin.py:188} INFO -   -> Lỗi khi lấy TV3: Failed to fetch data: 429 - Too Many Requests | ngủ 3.0s
[2026-01-17T08:44:19.043+0000] {logging_mixin.py:188} INFO -   -> Lỗi khi lấy TV2: Failed to fetch data: 429 - Too Many Requests | ngủ 3.0s
[2026-01-17T08:44:22.143+0000] {logging_mixin.py:188} INFO -   -> Lỗi khi lấy TV1: Failed to fetch data: 429 - Too Many Requests | ngủ 3.0s
[2026-01-17T08:44:27.404+0000] {logging_mixin.py:188} INFO -   -> Lỗi khi lấy TUG: Failed to fetch data: 429 - Too Many Requests | ngủ 3.0s
[2026-01-17T08:44:31.262+0000] {logging_mixin.py:188} INFO -   -> Lỗi khi lấy TTZ: Failed to fetch data: 429 - Too Many Requests | ngủ 3.0s
[2026-01-17T08:44:36.002+0000] {logging_mixin.py:188} INFO -   -> Lỗi khi lấy TTS: Failed to fetch data: 429 - Too Many Requests | ngủ 3.0s
[2026-01-17T08:44:39.110+0000] {logging_mixin.py:188} INFO -   -> Lỗi khi lấy TTP: Failed to fetch data: 429 - Too Many Requests | ngủ 3.0s
[2026-01-17T08:44:42.196+0000] {logging_mixin.py:188} INFO -   -> Lỗi khi lấy TTN: Failed to fetch data: 429 - Too Many Requests | ngủ 3.0s
[2026-01-17T08:44:46.612+0000] {logging_mixin.py:188} INFO -   -> Lỗi khi lấy TTH: Failed to fetch data: 429 - Too Many Requests | ngủ 3.0s
[2026-01-17T08:44:52.806+0000] {logging_mixin.py:188} INFO -   -> Lỗi khi lấy TTF: Failed to fetch data: 429 - Too Many Requests | ngủ 3.0s
[2026-01-17T08:44:56.336+0000] {logging_mixin.py:188} INFO -   -> Lỗi khi lấy TTE: Failed to fetch data: 429 - Too Many Requests | ngủ 3.0s
[2026-01-17T08:45:01.595+0000] {logging_mixin.py:188} INFO -   -> Lỗi khi lấy TTC: Failed to fetch data: 429 - Too Many Requests | ngủ 3.0s
[2026-01-17T08:45:05.891+0000] {logging_mixin.py:188} INFO -   -> Lỗi khi lấy TTB: Failed to fetch data: 429 - Too Many Requests | ngủ 3.0s
[2026-01-17T08:45:09.145+0000] {logging_mixin.py:188} INFO -   -> Lỗi khi lấy TTA: Failed to fetch data: 429 - Too Many Requests | ngủ 3.0s
[2026-01-17T08:45:12.303+0000] {logging_mixin.py:188} INFO -   -> Lỗi khi lấy TT6: Failed to fetch data: 429 - Too Many Requests | ngủ 3.0s
[2026-01-17T08:45:15.758+0000] {logging_mixin.py:188} INFO -   -> Lỗi khi lấy TST: Failed to fetch data: 429 - Too Many Requests | ngủ 3.0s
[2026-01-17T08:45:19.165+0000] {logging_mixin.py:188} INFO -   -> Lỗi khi lấy TSJ: Failed to fetch data: 429 - Too Many Requests | ngủ 3.0s
[2026-01-17T08:45:22.501+0000] {logging_mixin.py:188} INFO -   -> Lỗi khi lấy TSG: Failed to fetch data: 429 - Too Many Requests | ngủ 3.0s
[2026-01-17T08:45:26.338+0000] {logging_mixin.py:188} INFO -   -> Lỗi khi lấy TSD: Failed to fetch data: 429 - Too Many Requests | ngủ 3.0s
[2026-01-17T08:45:29.699+0000] {logging_mixin.py:188} INFO -   -> Lỗi khi lấy TSC: Failed to fetch data: 429 - Too Many Requests | ngủ 3.0s
[2026-01-17T08:45:33.246+0000] {logging_mixin.py:188} INFO -   -> Lỗi khi lấy TSB: Failed to fetch data: 429 - Too Many Requests | ngủ 3.0s
[2026-01-17T08:45:37.126+0000] {logging_mixin.py:188} INFO -   -> Lỗi khi lấy TSA: Failed to fetch data: 429 - Too Many Requests | ngủ 3.0s
[2026-01-17T08:45:40.646+0000] {logging_mixin.py:188} INFO -   -> Lỗi khi lấy TS5: Failed to fetch data: 429 - Too Many Requests | ngủ 3.0s
[2026-01-17T08:45:43.826+0000] {logging_mixin.py:188} INFO -   -> Lỗi khi lấy TS4: Failed to fetch data: 429 - Too Many Requests | ngủ 3.0s
[2026-01-17T08:45:47.621+0000] {logging_mixin.py:188} INFO -   -> Lỗi khi lấy TS3: Failed to fetch data: 429 - Too Many Requests | ngủ 3.0s
[2026-01-17T08:45:51.031+0000] {logging_mixin.py:188} INFO -   -> Lỗi khi lấy TRV: Failed to fetch data: 429 - Too Many Requests | ngủ 3.0s
[2026-01-17T08:45:54.203+0000] {logging_mixin.py:188} INFO -   -> Lỗi khi lấy TRT: Failed to fetch data: 429 - Too Many Requests | ngủ 3.0s
[2026-01-17T08:45:57.880+0000] {logging_mixin.py:188} INFO -   -> Lỗi khi lấy TRS: Failed to fetch data: 429 - Too Many Requests | ngủ 3.0s
[2026-01-17T08:46:01.631+0000] {logging_mixin.py:188} INFO -   -> Lỗi khi lấy TRC: Failed to fetch data: 429 - Too Many Requests | ngủ 3.0s
[2026-01-17T08:46:04.728+0000] {logging_mixin.py:188} INFO -   -> Lỗi khi lấy TRA: Failed to fetch data: 429 - Too Many Requests | ngủ 3.0s
[2026-01-17T08:46:09.086+0000] {logging_mixin.py:188} INFO -   -> Lỗi khi lấy TQW: Failed to fetch data: 429 - Too Many Requests | ngủ 3.0s
[2026-01-17T08:46:12.187+0000] {logging_mixin.py:188} INFO -   -> Lỗi khi lấy TQN: Failed to fetch data: 429 - Too Many Requests | ngủ 3.0s
[2026-01-17T08:46:15.419+0000] {logging_mixin.py:188} INFO -   -> Lỗi khi lấy TPS: Failed to fetch data: 429 - Too Many Requests | ngủ 3.0s
[2026-01-17T08:46:18.519+0000] {logging_mixin.py:188} INFO -   -> Lỗi khi lấy TPP: Failed to fetch data: 429 - Too Many Requests | ngủ 3.0s
[2026-01-17T08:46:23.855+0000] {logging_mixin.py:188} INFO -   -> Lỗi khi lấy TPB: Failed to fetch data: 429 - Too Many Requests | ngủ 3.0s
[2026-01-17T08:46:26.978+0000] {logging_mixin.py:188} INFO -   -> Lỗi khi lấy TOW: Failed to fetch data: 429 - Too Many Requests | ngủ 3.0s
[2026-01-17T08:46:30.100+0000] {logging_mixin.py:188} INFO -   -> Lỗi khi lấy TOT: Failed to fetch data: 429 - Too Many Requests | ngủ 3.0s
[2026-01-17T08:46:33.191+0000] {logging_mixin.py:188} INFO -   -> Lỗi khi lấy TOS: Failed to fetch data: 429 - Too Many Requests | ngủ 3.0s
[2026-01-17T08:46:36.323+0000] {logging_mixin.py:188} INFO -   -> Lỗi khi lấy TOP: Failed to fetch data: 429 - Too Many Requests | ngủ 3.0s
[2026-01-17T08:46:39.878+0000] {logging_mixin.py:188} INFO -   -> Lỗi khi lấy TNW: Failed to fetch data: 429 - Too Many Requests | ngủ 3.0s
[2026-01-17T08:46:43.165+0000] {logging_mixin.py:188} INFO -   -> Lỗi khi lấy TNV: Failed to fetch data: 429 - Too Many Requests | ngủ 3.0s
[2026-01-17T08:46:46.264+0000] {logging_mixin.py:188} INFO -   -> Lỗi khi lấy TNT: Failed to fetch data: 429 - Too Many Requests | ngủ 3.0s
[2026-01-17T08:46:49.713+0000] {logging_mixin.py:188} INFO -   -> Lỗi khi lấy TNS: Failed to fetch data: 429 - Too Many Requests | ngủ 3.0s
[2026-01-17T08:46:52.985+0000] {logging_mixin.py:188} INFO -   -> Lỗi khi lấy TNP: Failed to fetch data: 429 - Too Many Requests | ngủ 3.0s
[2026-01-17T08:46:56.584+0000] {logging_mixin.py:188} INFO -   -> Lỗi khi lấy TNM: Failed to fetch data: 429 - Too Many Requests | ngủ 3.0s
[2026-01-17T08:46:59.980+0000] {logging_mixin.py:188} INFO -   -> Lỗi khi lấy TNI: Failed to fetch data: 429 - Too Many Requests | ngủ 3.0s
[2026-01-17T08:47:03.080+0000] {logging_mixin.py:188} INFO -   -> Lỗi khi lấy TNH: Failed to fetch data: 429 - Too Many Requests | ngủ 3.0s
[2026-01-17T08:47:08.535+0000] {logging_mixin.py:188} INFO -   -> Lỗi khi lấy TNB: Failed to fetch data: 429 - Too Many Requests | ngủ 3.0s
[2026-01-17T08:47:13.666+0000] {logging_mixin.py:188} INFO -   -> Lỗi khi lấy TN1: Failed to fetch data: 429 - Too Many Requests | ngủ 3.0s
[2026-01-17T08:47:17.150+0000] {logging_mixin.py:188} INFO -   -> Lỗi khi lấy TMX: Failed to fetch data: 429 - Too Many Requests | ngủ 3.0s
[2026-01-17T08:47:20.244+0000] {logging_mixin.py:188} INFO -   -> Lỗi khi lấy TMW: Failed to fetch data: 429 - Too Many Requests | ngủ 3.0s
[2026-01-17T08:47:23.711+0000] {logging_mixin.py:188} INFO -   -> Lỗi khi lấy TMT: Failed to fetch data: 429 - Too Many Requests | ngủ 3.0s
[2026-01-17T08:47:27.285+0000] {logging_mixin.py:188} INFO -   -> Lỗi khi lấy TMS: Failed to fetch data: 429 - Too Many Requests | ngủ 3.0s
[2026-01-17T08:47:31.676+0000] {logging_mixin.py:188} INFO -   -> Lỗi khi lấy TMG: Failed to fetch data: 429 - Too Many Requests | ngủ 3.0s
[2026-01-17T08:47:34.676+0000] {logging_mixin.py:188} INFO -   -> Đã xử lý 300/1731 mã (17.3%)
[2026-01-17T08:47:34.765+0000] {logging_mixin.py:188} INFO -   -> Lỗi khi lấy TMC: Failed to fetch data: 429 - Too Many Requests | ngủ 3.0s
